userID,是否在黑名单,历史用户评分,一层关系黑户数,二层关系黑户数,持有手机数,大额转账数,违约贷款数,完结贷款数,被拒贷款数
person_93,0,A,0,0,1,1,0,1,0
person_94,0,A,1,0,1,3,0,0,0
person_95,1,D,0,0,1,3,0,1,0
person_96,0,A,0,1,1,5,0,0,1
person_97,0,AA,0,0,1,1,1,0,0
person_98,0,C,1,0,1,5,0,0,1
person_99,0,AA,0,0,1,2,1,0,0
person_100,0,A,0,1,1,6,0,0,1
person_101,0,AA,0,0,1,4,1,1,0
person_102,0,A,0,0,1,4,1,0,0
person_103,0,A,0,0,1,2,0,0,1
person_104,0,AA,0,0,1,3,0,1,0
person_105,0,C,0,0,1,5,1,0,0
person_106,0,AA,0,0,1,5,1,1,0
person_107,0,A,0,0,1,5,0,1,0
person_108,0,B,0,0,1,4,1,0,0
person_109,0,B,0,0,1,3,0,1,0
person_110,0,A,0,0,1,10,1,0,0
person_111,0,AA,0,0,1,6,0,0,1
person_112,0,AA,0,0,1,3,0,0,1
person_113,0,A,0,0,1,3,0,1,0
person_114,0,A,1,0,1,5,0,0,0
person_115,1,D,0,0,1,6,0,1,0
person_116,0,A,0,1,1,5,0,0,1
person_117,0,AA,0,0,1,1,1,0,0
person_118,0,C,1,0,1,4,0,0,1
person_119,0,AA,0,0,1,6,1,0,0
person_120,0,A,0,1,1,4,0,0,1
person_121,0,AA,0,0,1,6,1,1,0
person_122,0,A,0,0,1,2,1,0,0
person_123,0,A,0,0,1,4,0,0,1
person_124,0,AA,0,0,1,4,0,1,0
person_125,0,C,0,0,1,2,1,0,0
person_126,0,AA,0,0,1,5,1,1,0
person_127,0,A,0,0,1,2,0,1,0
person_128,0,B,0,0,1,2,1,0,0
person_129,0,B,0,0,1,4,0,1,0
person_130,0,A,0,0,1,3,1,0,0
person_131,0,AA,0,0,1,1,0,0,1
person_132,0,AA,0,0,1,4,0,0,1
person_133,0,A,0,0,1,2,0,1,0
person_134,0,A,1,0,1,4,0,0,0
person_135,1,D,0,0,1,3,0,1,0
person_136,0,A,0,1,1,3,0,0,1
person_137,0,AA,0,0,1,2,1,0,0
person_138,0,C,1,0,1,5,0,0,1
person_139,0,AA,0,0,1,2,1,0,0
person_140,0,A,0,1,1,7,0,0,1
person_141,0,AA,0,0,1,5,1,1,0
person_142,0,A,0,0,1,3,1,0,0
person_143,0,A,0,0,1,4,0,0,1
person_144,0,AA,0,0,1,3,0,1,0
person_145,0,C,0,0,1,2,1,0,0
person_146,0,AA,0,0,1,1,1,1,0
person_147,0,A,0,0,1,6,0,1,0
person_148,0,B,0,0,1,2,1,0,0
person_149,0,B,0,0,1,2,0,1,0
person_150,0,A,0,0,1,8,1,0,0
person_151,0,AA,0,0,1,1,0,0,1
person_152,0,AA,0,0,1,2,0,0,1
person_153,0,A,0,0,1,2,0,1,0
person_154,0,A,1,0,1,2,0,0,0
person_155,1,D,0,0,1,1,0,1,0
person_156,0,A,0,1,1,2,0,0,1
person_157,0,AA,0,0,1,3,1,0,0
person_158,0,C,1,0,1,2,0,0,1
person_159,0,AA,0,0,1,4,1,0,0
person_160,0,A,0,1,1,3,0,0,1
person_161,0,AA,0,0,1,6,1,1,0
person_162,0,A,0,0,1,3,1,0,0
person_163,0,A,0,0,1,3,0,0,1
person_164,0,AA,0,0,1,2,0,1,0
person_165,0,C,0,0,1,4,1,0,0
person_166,0,AA,0,0,1,2,1,1,0
person_167,0,A,0,0,1,4,0,1,0
person_168,0,B,0,0,1,3,1,0,0
person_169,0,B,0,0,1,4,0,1,0
person_170,0,A,0,0,1,5,1,0,0
person_171,0,AA,0,0,1,5,0,0,1
person_172,0,AA,0,0,1,4,0,0,1
person_173,0,A,0,0,1,1,0,1,0
person_174,0,A,1,0,1,4,0,0,0
person_175,1,D,0,0,1,6,0,1,0
person_176,0,A,0,1,1,3,0,0,1
person_177,0,AA,0,0,1,4,1,0,0
person_178,0,C,1,0,1,1,0,0,1
person_179,0,AA,0,0,1,5,1,0,0
person_180,0,A,0,1,1,2,0,0,1
person_181,0,AA,0,0,1,6,1,1,0
person_182,0,A,0,0,1,4,1,0,0
person_183,0,A,0,0,1,4,0,0,1
person_184,0,AA,0,0,1,2,0,1,0
person_185,0,C,0,0,1,7,1,0,0
person_186,0,AA,0,0,1,3,1,1,0
person_187,0,A,0,0,1,4,0,1,0
person_188,0,B,0,0,1,6,1,0,0
person_189,0,B,0,0,1,3,0,1,0
person_190,0,A,0,0,1,4,1,0,0
person_191,0,AA,0,0,1,4,0,0,1
person_192,0,AA,0,0,1,1,0,0,1
person_193,0,A,0,0,1,2,0,1,0
person_194,0,A,1,0,1,3,0,0,0
person_195,1,D,0,0,1,4,0,1,0
person_196,0,A,0,1,1,4,0,0,1
person_197,0,AA,0,0,1,4,1,0,0
person_198,0,C,1,0,1,3,0,0,1
person_199,0,AA,0,0,1,3,1,0,0
person_200,0,A,0,1,1,6,0,0,1
person_201,0,AA,0,0,1,5,1,1,0
person_202,0,A,0,0,1,5,1,0,0
person_203,0,A,0,0,1,4,0,0,1
person_204,0,AA,0,0,1,2,0,1,0
person_205,0,C,0,0,1,8,1,0,0
person_206,0,AA,0,0,1,5,1,1,0
person_207,0,A,0,0,1,3,0,1,0
person_208,0,B,0,0,1,3,1,0,0
person_209,0,B,0,0,1,6,0,1,0
person_210,0,A,0,0,1,7,1,0,0
person_211,0,AA,0,0,1,3,0,0,1
person_212,0,AA,0,0,1,3,0,0,1
person_213,0,A,0,0,1,4,0,1,0
person_214,0,A,1,0,1,1,0,0,0
person_215,1,D,0,0,1,2,0,1,0
person_216,0,A,0,1,1,5,0,0,1
person_217,0,AA,0,0,1,3,1,0,0
person_218,0,C,1,0,1,2,0,0,1
person_219,0,AA,0,0,1,4,1,0,0
person_220,0,A,0,1,1,2,0,0,1
person_221,0,AA,0,0,1,5,1,1,0
person_222,0,A,0,0,1,4,1,0,0
person_223,0,A,0,0,1,2,0,0,1
person_224,0,AA,0,0,1,2,0,1,0
person_225,0,C,0,0,1,6,1,0,0
person_226,0,AA,0,0,1,5,1,1,0
person_227,0,A,0,0,1,3,0,1,0
person_228,0,B,0,0,1,3,1,0,0
person_229,0,B,0,0,1,2,0,1,0
person_230,0,A,0,0,1,2,1,0,0
person_231,0,AA,0,0,1,4,0,0,1
person_232,0,AA,0,0,1,3,0,0,1
person_233,0,A,0,0,1,5,0,1,0
person_234,0,A,1,0,1,0,0,0,0
person_235,1,D,0,0,1,4,0,1,0
person_236,0,A,0,1,1,4,0,0,1
person_237,0,AA,0,0,1,2,1,0,0
person_238,0,C,1,0,1,4,0,0,1
person_239,0,AA,0,0,1,2,1,0,0
person_240,0,A,0,1,1,10,0,0,1
person_241,0,AA,0,0,1,7,1,1,0
person_242,0,A,0,0,1,5,1,0,0
person_243,0,A,0,0,1,6,0,0,1
person_244,0,AA,0,0,1,4,0,1,0
person_245,0,C,0,0,1,2,1,0,0
person_246,0,AA,0,0,1,3,1,1,0
person_247,0,A,0,0,1,5,0,1,0
person_248,0,B,0,0,1,2,1,0,0
person_249,0,B,0,0,1,3,0,1,0
person_250,0,A,0,0,1,7,1,0,0
person_251,0,AA,0,0,1,3,0,0,1
person_252,0,AA,0,0,1,2,0,0,1
person_253,0,A,0,0,1,2,0,1,0
person_254,0,A,1,0,1,7,0,0,0
person_255,1,D,0,0,1,7,0,1,0
person_256,0,A,0,1,1,5,0,0,1
person_257,0,AA,0,0,1,1,1,0,0
person_258,0,C,1,0,1,4,0,0,1
person_259,0,AA,0,0,1,3,1,0,0
person_260,0,A,0,1,1,3,0,0,1
person_261,0,AA,0,0,1,7,1,1,0
person_262,0,A,0,0,1,4,1,0,0
person_263,0,A,0,0,1,2,0,0,1
person_264,0,AA,0,0,1,6,0,1,0
person_265,0,C,0,0,1,6,1,0,0
person_266,0,AA,0,0,1,4,1,1,0
person_267,0,A,0,0,1,4,0,1,0
person_268,0,B,0,0,1,2,1,0,0
person_269,0,B,0,0,1,2,0,1,0
person_270,0,A,0,0,1,7,1,0,0
person_271,0,AA,0,0,1,4,0,0,1
person_272,0,AA,0,0,1,2,0,0,1
person_273,0,A,0,0,1,4,0,1,0
person_274,0,A,1,0,1,3,0,0,0
person_275,1,D,0,0,1,4,0,1,0
person_276,0,A,0,1,1,3,0,0,1
person_277,0,AA,0,0,1,2,1,0,0
person_278,0,C,1,0,1,2,0,0,1
person_279,0,AA,0,0,1,3,1,0,0
person_280,0,A,0,1,1,4,0,0,1
person_281,0,AA,0,0,1,3,1,1,0
person_282,0,A,0,0,1,3,1,0,0
person_283,0,A,0,0,1,4,0,0,1
person_284,0,AA,0,0,1,3,0,1,0
person_285,0,C,0,0,1,5,1,0,0
person_286,0,AA,0,0,1,4,1,1,0
person_287,0,A,0,0,1,2,0,1,0
person_288,0,B,0,0,1,5,1,0,0
person_289,0,B,0,0,1,0,0,1,0
person_290,0,A,0,0,1,7,1,0,0
person_291,0,AA,0,0,1,1,0,0,1
person_292,0,AA,0,0,1,3,0,0,1
person_293,0,A,0,0,1,3,0,1,0
person_294,0,A,1,0,1,3,0,0,0
person_295,1,D,0,0,1,4,0,1,0
person_296,0,A,0,1,1,1,0,0,1
person_297,0,AA,0,0,1,0,1,0,0
person_298,0,C,1,0,1,4,0,0,1
person_299,0,AA,0,0,1,2,1,0,0
person_300,0,A,0,1,1,2,0,0,1
person_301,0,AA,0,0,1,10,1,1,0
person_302,0,A,0,0,1,2,1,0,0
person_303,0,A,0,0,1,3,0,0,1
person_304,0,AA,0,0,1,4,0,1,0
person_305,0,C,0,0,1,3,1,0,0
person_306,0,AA,0,0,1,2,1,1,0
person_307,0,A,0,0,1,5,0,1,0
person_308,0,B,0,0,1,1,1,0,0
person_309,0,B,0,0,1,3,0,1,0
person_310,0,A,0,0,1,5,1,0,0
person_311,0,AA,0,0,1,5,0,0,1
person_312,0,AA,0,0,1,2,0,0,1
person_313,0,A,0,0,1,3,0,1,0
person_314,0,A,1,0,1,4,0,0,0
person_315,1,D,0,0,1,3,0,1,0
person_316,0,A,0,1,1,2,0,0,1
person_317,0,AA,0,0,1,3,1,0,0
person_318,0,C,1,0,1,2,0,0,1
person_319,0,AA,0,0,1,3,1,0,0
person_320,0,A,0,1,1,2,0,0,1
person_321,0,AA,0,0,1,6,1,1,0
person_322,0,A,0,0,1,3,1,0,0
person_323,0,A,0,0,1,3,0,0,1
person_324,0,AA,0,0,1,4,0,1,0
person_325,0,C,0,0,1,4,1,0,0
person_326,0,AA,0,0,1,1,1,1,0
person_327,0,A,0,0,1,4,0,1,0
person_328,0,B,0,0,1,2,1,0,0
person_329,0,B,0,0,1,2,0,1,0
person_330,0,A,0,0,1,5,1,0,0
person_331,0,AA,0,0,1,5,0,0,1
person_332,0,AA,0,0,1,2,0,0,1
person_333,0,A,0,0,1,2,0,1,0
person_334,0,A,1,0,1,2,0,0,0
person_335,1,D,0,0,1,2,0,1,0
person_336,0,A,0,1,1,7,0,0,1
person_337,0,AA,0,0,1,3,1,0,0
person_338,0,C,1,0,1,3,0,0,1
person_339,0,AA,0,0,1,3,1,0,0
person_340,0,A,0,1,1,6,0,0,1
person_341,0,AA,0,0,1,8,1,1,0
person_342,0,A,0,0,1,3,1,0,0
person_343,0,A,0,0,1,3,0,0,1
person_344,0,AA,0,0,1,7,0,1,0
person_345,0,C,0,0,1,5,1,0,0
person_346,0,AA,0,0,1,3,1,1,0
person_347,0,A,0,0,1,2,0,1,0
person_348,0,B,0,0,1,3,1,0,0
person_349,0,B,0,0,1,4,0,1,0
person_350,0,A,0,0,1,6,1,0,0
person_351,0,AA,0,0,1,3,0,0,1
person_352,0,AA,0,0,1,1,0,0,1
person_353,0,A,0,0,1,2,0,1,0
person_354,0,A,1,0,1,4,0,0,0
person_355,1,D,0,0,1,4,0,1,0
person_356,0,A,0,1,1,5,0,0,1
person_357,0,AA,0,0,1,3,1,0,0
person_358,0,C,1,0,1,3,0,0,1
person_359,0,AA,0,0,1,4,1,0,0
person_360,0,A,0,1,1,3,0,0,1
person_361,0,AA,0,0,1,6,1,1,0
person_362,0,A,0,0,1,2,1,0,0
person_363,0,A,0,0,1,3,0,0,1
person_364,0,AA,0,0,1,1,0,1,0
person_365,0,C,0,0,1,6,1,0,0
person_366,0,AA,0,0,1,3,1,1,0
person_367,0,A,0,0,1,6,0,1,0
person_368,0,B,0,0,1,7,1,0,0
person_369,0,B,0,0,1,1,0,1,0
person_370,0,A,0,0,1,9,1,0,0
person_371,0,AA,0,0,1,2,0,0,1
person_372,0,AA,0,0,1,1,0,0,1
person_373,0,A,0,0,1,2,0,1,0
person_374,0,A,1,0,1,3,0,0,0
person_375,1,D,0,0,1,2,0,1,0
person_376,0,A,0,1,1,6,0,0,1
person_377,0,AA,0,0,1,1,1,0,0
person_378,0,C,1,0,1,0,0,0,1
person_379,0,AA,0,0,1,2,1,0,0
person_380,0,A,0,1,1,1,0,0,1
person_381,0,AA,0,0,1,8,1,1,0
person_382,0,A,0,0,1,3,1,0,0
person_383,0,A,0,0,1,3,0,0,1
person_384,0,AA,0,0,1,2,0,1,0
person_385,0,C,0,0,1,5,1,0,0
person_386,0,AA,0,0,1,5,1,1,0
person_387,0,A,0,0,1,4,0,1,0
person_388,0,B,0,0,1,3,1,0,0
person_389,0,B,0,0,1,4,0,1,0
person_390,0,A,0,0,1,10,1,0,0
person_391,0,AA,0,0,1,3,0,0,1
person_392,0,AA,0,0,1,3,0,0,1
person_393,0,A,0,0,1,6,0,1,0
person_394,0,A,1,0,1,4,0,0,0
person_395,1,D,0,0,1,7,0,1,0
person_396,0,A,0,1,1,2,0,0,1
person_397,0,AA,0,0,1,2,1,0,0
person_398,0,C,1,0,1,3,0,0,1
person_399,0,AA,0,0,1,1,1,0,0
person_400,0,A,0,1,1,7,0,0,1
person_401,0,AA,0,0,1,9,1,1,0
person_402,0,A,0,0,1,4,1,0,0
person_403,0,A,0,0,1,4,0,0,1
person_404,0,AA,0,0,1,4,0,1,0
person_405,0,C,0,0,1,2,1,0,0
person_406,0,AA,0,0,1,2,1,1,0
person_407,0,A,0,0,1,5,0,1,0
person_408,0,B,0,0,1,2,1,0,0
person_409,0,B,0,0,1,2,0,1,0
person_410,0,A,0,0,1,8,1,0,0
person_411,0,AA,0,0,1,5,0,0,1
person_412,0,AA,0,0,1,4,0,0,1
person_413,0,A,0,0,1,3,0,1,0
person_414,0,A,1,0,1,4,0,0,0
person_415,1,D,0,0,1,3,0,1,0
person_416,0,A,0,1,1,6,0,0,1
person_417,0,AA,0,0,1,0,1,0,0
person_418,0,C,1,0,1,1,0,0,1
person_419,0,AA,0,0,1,3,1,0,0
person_420,0,A,0,1,1,3,0,0,1
person_421,0,AA,0,0,1,8,1,1,0
person_422,0,A,0,0,1,3,1,0,0
person_423,0,A,0,0,1,3,0,0,1
person_424,0,AA,0,0,1,5,0,1,0
person_425,0,C,0,0,1,6,1,0,0
person_426,0,AA,0,0,1,3,1,1,0
person_427,0,A,0,0,1,5,0,1,0
person_428,0,B,0,0,1,6,1,0,0
person_429,0,B,0,0,1,2,0,1,0
person_430,0,A,0,0,1,6,1,0,0
person_431,0,AA,0,0,1,2,0,0,1
person_432,0,AA,0,0,1,4,0,0,1
person_433,0,A,0,0,1,5,0,1,0
person_434,0,A,1,0,1,4,0,0,0
person_435,1,D,0,0,1,4,0,1,0
person_436,0,A,0,1,1,4,0,0,1
person_437,0,AA,0,0,1,2,1,0,0
person_438,0,C,1,0,1,5,0,0,1
person_439,0,AA,0,0,1,5,1,0,0
person_440,0,A,0,1,1,5,0,0,1
person_441,0,AA,0,0,1,2,1,1,0
person_442,0,A,0,0,1,2,1,0,0
person_443,0,A,0,0,1,3,0,0,1
person_444,0,AA,0,0,1,5,0,1,0
person_445,0,C,0,0,1,4,1,0,0
person_446,0,AA,0,0,1,1,1,1,0
person_447,0,A,0,0,1,4,0,1,0
person_448,0,B,0,0,1,0,1,0,0
person_449,0,B,0,0,1,3,0,1,0
person_450,0,A,0,0,1,4,1,0,0
person_451,0,AA,0,0,1,3,0,0,1
person_452,0,AA,0,0,1,3,0,0,1
person_453,0,A,0,0,1,5,0,1,0
person_454,0,A,1,0,1,2,0,0,0
person_455,1,D,0,0,1,2,0,1,0
person_456,0,A,0,1,1,2,0,0,1
person_457,0,AA,0,0,1,1,1,0,0
person_458,0,C,1,0,1,4,0,0,1
person_459,0,AA,0,0,1,3,1,0,0
person_460,0,A,0,1,1,3,0,0,1
person_461,0,AA,0,0,1,7,1,1,0
person_462,0,A,0,0,1,1,1,0,0
person_463,0,A,0,0,1,3,0,0,1
person_464,0,AA,0,0,1,2,0,1,0
person_465,0,C,0,0,1,3,1,0,0
person_466,0,AA,0,0,1,4,1,1,0
person_467,0,A,0,0,1,6,0,1,0
person_468,0,B,0,0,1,2,1,0,0
person_469,0,B,0,0,1,0,0,1,0
person_470,0,A,0,0,1,8,1,0,0
person_471,0,AA,0,0,1,3,0,0,1
person_472,0,AA,0,0,1,3,0,0,1
person_473,0,A,0,0,1,3,0,1,0
person_474,0,A,1,0,1,3,0,0,0
person_475,1,D,0,0,1,3,0,1,0
person_476,0,A,0,1,1,3,0,0,1
person_477,0,AA,0,0,1,1,1,0,0
person_478,0,C,1,0,1,4,0,0,1
person_479,0,AA,0,0,1,1,1,0,0
person_480,0,A,0,1,1,5,0,0,1
person_481,0,AA,0,0,1,9,1,1,0
person_482,0,A,0,0,1,3,1,0,0
person_483,0,A,0,0,1,3,0,0,1
person_484,0,AA,0,0,1,4,0,1,0
person_485,0,C,0,0,1,5,1,0,0
person_486,0,AA,0,0,1,10,1,1,0
person_487,0,A,0,0,1,4,0,1,0
person_488,0,B,0,0,1,2,1,0,0
person_489,0,B,0,0,1,4,0,1,0
person_490,0,A,0,0,1,4,1,0,0
person_491,0,AA,0,0,1,2,0,0,1
person_492,0,AA,0,0,1,3,0,0,1
person_493,0,A,0,0,1,4,0,1,0
person_494,0,A,1,0,1,1,0,0,0
person_495,1,D,0,0,1,4,0,1,0
person_496,0,A,0,1,1,2,0,0,1
person_497,0,AA,0,0,1,2,1,0,0
person_498,0,C,1,0,1,2,0,0,1
person_499,0,AA,0,0,1,8,1,0,0
person_500,0,A,0,1,1,4,0,0,1
person_501,0,AA,0,0,1,7,1,1,0
person_502,0,A,0,0,1,3,1,0,0
person_503,0,A,0,0,1,2,0,0,1
person_504,0,AA,0,0,1,1,0,1,0
person_505,0,C,0,0,1,5,1,0,0
person_506,0,AA,0,0,1,2,1,1,0
person_507,0,A,0,0,1,3,0,1,0
person_508,0,B,0,0,1,4,1,0,0
person_509,0,B,0,0,1,3,0,1,0
person_510,0,A,0,0,1,8,1,0,0
person_511,0,AA,0,0,1,3,0,0,1
person_512,0,AA,0,0,1,0,0,0,1
person_513,0,A,0,0,1,2,0,1,0
person_514,0,A,1,0,1,5,0,0,0
person_515,1,D,0,0,1,3,0,1,0
person_516,0,A,0,1,1,3,0,0,1
person_517,0,AA,0,0,1,4,1,0,0
person_518,0,C,1,0,1,3,0,0,1
person_519,0,AA,0,0,1,3,1,0,0
person_520,0,A,0,1,1,5,0,0,1
person_521,0,AA,0,0,1,7,1,1,0
person_522,0,A,0,0,1,5,1,0,0
person_523,0,A,0,0,1,4,0,0,1
person_524,0,AA,0,0,1,6,0,1,0
person_525,0,C,0,0,1,4,1,0,0
person_526,0,AA,0,0,1,3,1,1,0
person_527,0,A,0,0,1,3,0,1,0
person_528,0,B,0,0,1,4,1,0,0
person_529,0,B,0,0,1,1,0,1,0
person_530,0,A,0,0,1,5,1,0,0
person_531,0,AA,0,0,1,2,0,0,1
person_532,0,AA,0,0,1,2,0,0,1
person_533,0,A,0,0,1,1,0,1,0
person_534,0,A,1,0,1,2,0,0,0
person_535,1,D,0,0,1,6,0,1,0
person_536,0,A,0,1,1,2,0,0,1
person_537,0,AA,0,0,1,1,1,0,0
person_538,0,C,1,0,1,2,0,0,1
person_539,0,AA,0,0,1,1,1,0,0
person_540,0,A,0,1,1,3,0,0,1
person_541,0,AA,0,0,1,6,1,1,0
person_542,0,A,0,0,1,3,1,0,0
person_543,0,A,0,0,1,5,0,0,1
person_544,0,AA,0,0,1,3,0,1,0
person_545,0,C,0,0,1,2,1,0,0
person_546,0,AA,0,0,1,3,1,1,0
person_547,0,A,0,0,1,3,0,1,0
person_548,0,B,0,0,1,3,1,0,0
person_549,0,B,0,0,1,2,0,1,0
person_550,0,A,0,0,1,7,1,0,0
person_551,0,AA,0,0,1,3,0,0,1
person_552,0,AA,0,0,1,3,0,0,1
person_553,0,A,0,0,1,3,0,1,0
person_554,0,A,1,0,1,6,0,0,0
person_555,1,D,0,0,1,2,0,1,0
person_556,0,A,0,1,1,3,0,0,1
person_557,0,AA,0,0,1,3,1,0,0
person_558,0,C,1,0,1,3,0,0,1
person_559,0,AA,0,0,1,3,1,0,0
person_560,0,A,0,1,1,5,0,0,1
person_561,0,AA,0,0,1,7,1,1,0
person_562,0,A,0,0,1,3,1,0,0
person_563,0,A,0,0,1,1,0,0,1
person_564,0,AA,0,0,1,2,0,1,0
person_565,0,C,0,0,1,4,1,0,0
person_566,0,AA,0,0,1,2,1,1,0
person_567,0,A,0,0,1,5,0,1,0
person_568,0,B,0,0,1,4,1,0,0
person_569,0,B,0,0,1,2,0,1,0
person_570,0,A,0,0,1,8,1,0,0
person_571,0,AA,0,0,1,2,0,0,1
person_572,0,AA,0,0,1,3,0,0,1
person_573,0,A,0,0,1,4,0,1,0
person_574,0,A,1,0,1,3,0,0,0
person_575,1,D,0,0,1,3,0,1,0
person_576,0,A,0,1,1,5,0,0,1
person_577,0,AA,0,0,1,3,1,0,0
person_578,0,C,1,0,1,2,0,0,1
person_579,0,AA,0,0,1,3,1,0,0
person_580,0,A,0,1,1,3,0,0,1
person_581,0,AA,0,0,1,9,1,1,0
person_582,0,A,0,0,1,1,1,0,0
person_583,0,A,0,0,1,3,0,0,1
person_584,0,AA,0,0,1,4,0,1,0
person_585,0,C,0,0,1,5,1,0,0
person_586,0,AA,0,0,1,4,1,1,0
person_587,0,A,0,0,1,7,0,1,0
person_588,0,B,0,0,1,3,1,0,0
person_589,0,B,0,0,1,5,0,1,0
person_590,0,A,0,0,1,8,1,0,0
person_591,0,AA,0,0,1,3,0,0,1
person_592,0,AA,0,0,1,7,0,0,1
person_593,0,A,0,0,1,3,0,1,0
person_594,0,A,1,0,1,4,0,0,0
person_595,1,D,0,0,1,2,0,1,0
person_596,0,A,0,1,1,6,0,0,1
person_597,0,AA,0,0,1,2,1,0,0
person_598,0,C,1,0,1,2,0,0,1
person_599,0,AA,0,0,1,4,1,0,0
person_600,0,A,0,1,1,4,0,0,1
person_601,0,AA,0,0,1,7,1,1,0
person_602,0,A,0,0,1,4,1,0,0
person_603,0,A,0,0,1,8,0,0,1
person_604,0,AA,0,0,1,4,0,1,0
person_605,0,C,0,0,1,7,1,0,0
person_606,0,AA,0,0,1,3,1,1,0
person_607,0,A,0,0,1,5,0,1,0
person_608,0,B,0,0,1,8,1,0,0
person_609,0,B,0,0,1,3,0,1,0
person_610,0,A,0,0,1,6,1,0,0
person_611,0,AA,0,0,1,3,0,0,1
person_612,0,AA,0,0,1,4,0,0,1
person_613,0,A,0,0,1,3,0,1,0
person_614,0,A,1,0,1,4,0,0,0
person_615,1,D,0,0,1,4,0,1,0
person_616,0,A,0,1,1,3,0,0,1
person_617,0,AA,0,0,1,3,1,0,0
person_618,0,C,1,0,1,5,0,0,1
person_619,0,AA,0,0,1,2,1,0,0
person_620,0,A,0,1,1,4,0,0,1
